Cost
-2567.500686645505
1137.4996185302743
1650.0003814697266
2362.50038146973
-764.9997711181586
-1642.4999237060483
1067.5003051757876
680.0007343292305
-2512.499570846551
2392.5007343292305
2467.5007343292305
-667.4991130828789
677.5005817413426
4495.000505447397
4580.001688003549
5223.7513065338235
7803.750848770152
5100.000238418591
4825.00023841859
3275.00023841859
4628.7508487701525
5267.501974105846
3646.2518215179543
5737.501668930063
5930.001401901255
6940.000486373913
11148.750638961803
7493.750715255746
6132.500410079965
6883.75048637391
7611.251401901253
8600.001859664924
7060.001707077034
9136.252164840707
8930.001974105846
8717.502355575572
9427.502354979526
